analysis_status,recommendationid,appid,game_name,review_datetime,release_date,days_from_release,release_period,steam_label_text,playtime_at_review_hours,votes_up,weighted_vote_score,llm_sentiment,sentiment_score,llm_primary_issue,llm_issue_tags,llm_urgency_candidate,llm_review_summary,llm_suggested_action,steam_llm_sentiment_relation
success,144702326,571740,Golf It!,2023-08-21 08:53:57,2023-08-18,3.0,D0-D30,positive,22.35,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""brilliant game, affordable, unlimited maps, easy to use map editor, no DLC""}]",low,친구들과 즐기기 좋고 가격이 합리적임. 스팀 워크샵과 쉬운 맵 에디터 덕분에 콘텐츠가 무궁무진하며 DLC 없는 완전한 게임임.,"현재의 합리적인 가격 정책과 DLC 없는 콘텐츠 제공 방식을 유지하고, 유저들이 맵 에디터를 더 쉽게 활용할 수 있도록 가이드나 튜토리얼을 강화할 것.",exact_match
success,144732940,571740,Golf It!,2023-08-21 18:05:04,2023-08-18,3.0,D0-D30,positive,232.15,0.0,0.5,positive,4.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Good controls, Multiplayer works flawlessly, Amazing workshop maps, Great map editor""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""If you have a low dpi mouse some user made maps will be difficult""}]",low,"컨트롤, 멀티플레이, 맵 에디터 등 전반적으로 훌륭함. 다만 낮은 DPI 마우스 사용 시 일부 유저 제작 맵에서 조작이 어려울 수 있음.","낮은 DPI 마우스 사용자를 위해 게임 내 마우스 감도 설정 옵션을 세분화하거나, 맵 제작 시 가이드라인을 제공하는 방안 검토.",exact_match
success,144737152,571740,Golf It!,2023-08-21 19:03:14,2023-08-18,3.0,D0-D30,positive,16.983333333333334,0.0,0.5,mixed,3.0,multiplayer_network,"[{""category"": ""multiplayer_network"", ""sentiment"": ""negative"", ""evidence"": ""1.0 Update broke the multiplayer. Friends are instantly disconnected.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""best golf game currently available, well worth the money.""}]",medium,업데이트 후 멀티플레이 연결 문제가 있었으나 현재는 해결됨. 게임 자체는 매우 만족스러움.,멀티플레이 연결 안정성 모니터링 및 업데이트 시 네트워크 관련 회귀 테스트 강화.,partial_match
success,144745360,571740,Golf It!,2023-08-21 20:46:29,2023-08-18,3.0,D0-D30,positive,131.83333333333334,1.0,0.523809552192688,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""It good. People should try this game if they have friends.""}]",low,친구와 함께 즐기기 좋은 게임으로 추천함.,현재의 멀티플레이 재미 요소와 가성비를 유지할 것.,exact_match
success,144761190,571740,Golf It!,2023-08-22 01:42:09,2023-08-18,4.0,D0-D30,negative,32.5,5.0,0.5011842846870422,negative,1.0,ui_ux,"[{""category"": ""multiplayer_network"", ""sentiment"": ""negative"", ""evidence"": ""matchmaking, joins a match that started which wastes times.""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""ui is awful especially when selecting a server.""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""reset my putt settings which is annoying, feels off.""}]",high,"업데이트 후 매치메이킹, UI, 퍼팅 설정 초기화 문제로 게임 경험이 나빠짐.","서버 선택 UI 개선, 매치메이킹 로직 수정(진행 중인 게임 난입 방지), 설정 초기화 버그 수정 및 설정값 저장 방식 점검.",exact_match
success,144811234,571740,Golf It!,2023-08-22 19:33:35,2023-08-18,4.0,D0-D30,negative,24.433333333333334,8.0,0.5129172205924988,negative,2.0,gameplay_loop,"[{""category"": ""gameplay_loop"", ""sentiment"": ""negative"", ""evidence"": ""hitting the ball has changed so much regarding to how fast and hard you hit it""}]",high,최신 업데이트 이후 공을 치는 물리 메커니즘이 변경되어 기존 플레이 방식이 어려워짐.,"업데이트된 물리 엔진의 타격감과 속도 조절 메커니즘에 대한 유저 피드백을 재검토하고, 이전 버전과의 차이점을 분석하여 밸런스 조정 고려.",exact_match
success,144944479,571740,Golf It!,2023-08-24 21:41:38,2023-08-18,6.0,D0-D30,negative,0.2,0.0,0.4347825944423675,negative,1.0,graphics_audio,"[{""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""sound of hitting the ball be bad""}, {""category"": ""other"", ""sentiment"": ""negative"", ""evidence"": ""Everything else in my short time in the game was a poor experience""}]",medium,"커뮤니티 워크숍 외에는 전반적인 경험이 좋지 않으며, 특히 공을 칠 때의 타격음이 매우 만족스럽지 않음.","핵심 액션인 공 타격 시의 사운드 효과를 개선하여 타격감을 높이고, 신규 유저의 초기 경험을 개선할 수 있는 튜토리얼이나 가이드 보완 검토.",exact_match
success,144971428,571740,Golf It!,2023-08-25 08:14:57,2023-08-18,7.0,D0-D30,positive,82.4,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""1.0 update has closed the golfing wars. This is real golf.""}]",low,"1.0 업데이트에 매우 만족하며, 경쟁작 대비 뛰어난 게임성을 갖춘 '진짜 골프' 게임이라고 평가함.","현재의 물리 엔진과 게임 플레이 방향성이 유저들에게 긍정적으로 받아들여지고 있으므로, 이 핵심 강점을 유지하며 안정적인 서비스 운영 지속.",exact_match
success,145038825,571740,Golf It!,2023-08-26 06:43:26,2023-08-18,8.0,D0-D30,positive,16.433333333333334,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""very funny game to play with your friends""}]",low,친구들과 함께 즐기기에 매우 재미있는 게임임.,현재의 멀티플레이어 재미 요소와 유머러스한 분위기를 유지 및 강화할 것.,exact_match
success,145039654,571740,Golf It!,2023-08-26 07:01:56,2023-08-18,8.0,D0-D30,positive,36.65,1.0,0.5164942145347595,mixed,3.0,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""negative"", ""evidence"": ""The water map is not good.""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""The game on the other hand is great.""}]",medium,게임 자체는 훌륭하지만 특정 맵(water map)의 완성도가 아쉬움.,"언급된 'water map'의 레벨 디자인이나 밸런스, 플레이 경험을 재검토하여 개선할 것.",partial_match
success,145079800,571740,Golf It!,2023-08-26 19:19:28,2023-08-18,8.0,D0-D30,positive,64.08333333333333,2.0,0.502332329750061,mixed,3.0,ui_ux,"[{""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""being kicked out of every server you join is quite annoying""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Fun game overall though.""}]",medium,"게임은 재미있으나, 공개 서버에서 이유 없이 강퇴당하는 경험이 불편함.","공개 서버에서의 강퇴 시스템에 대한 가이드라인을 명확히 하거나, 서버 설정(공개/비공개)에 대한 사용자 안내를 강화할 것.",partial_match
success,145084871,571740,Golf It!,2023-08-26 20:52:58,2023-08-18,8.0,D0-D30,positive,19.766666666666666,0.0,0.5,positive,4.0,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""base game maps are good but there aren't that many""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""good workshop maps. base game maps are good too""}]",low,"워크숍 맵과 기본 맵의 퀄리티는 만족스러우나, 기본 맵의 수량이 부족함.","기본 맵의 콘텐츠 양을 늘리거나, 커뮤니티 맵 제작을 지속적으로 장려하여 콘텐츠 부족 문제를 보완할 것.",exact_match
success,145086607,571740,Golf It!,2023-08-26 21:27:09,2023-08-18,8.0,D0-D30,negative,29.516666666666666,0.0,0.4365079402923584,negative,1.0,graphics_audio,"[{""category"": ""graphics_audio"", ""sentiment"": ""negative"", ""evidence"": ""TAKE BACK THE OLD GRAPICHS AND OLD GAME IT SUCK NOW LOOKS LIKE A KIDS GAME""}]",medium,변경된 그래픽 스타일이 아동용 게임처럼 느껴져 불만족스러움. 이전 버전의 그래픽을 선호함.,"그래픽 스타일 변경에 대한 사용자 피드백을 수집하고, 시각적 요소에 대한 호불호가 갈리는 지점을 파악하여 향후 업데이트 시 참고할 것.",exact_match
success,145105805,571740,Golf It!,2023-08-27 04:45:28,2023-08-18,9.0,D0-D30,negative,0.2333333333333333,1.0,0.4947939813137054,negative,1.0,control,"[{""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""refuses to read more than one controller, controller input lock issues, hotseat option fails to recognize controller""}, {""category"": ""bug"", ""sentiment"": ""negative"", ""evidence"": ""Game is absolutely broken on Deck. Steam workshop browser locks out controller input.""}]",high,Steam Deck 및 컨트롤러 인식 관련 심각한 버그로 인해 게임 플레이가 불가능함. 컨트롤러 입력 잠김 및 다중 컨트롤러 인식 문제 발생.,"Steam Deck 및 컨트롤러 입력 처리 로직을 점검하고, 특히 다중 컨트롤러 인식 및 입력 잠김 현상에 대한 긴급 패치 필요.",exact_match
success,145148608,571740,Golf It!,2023-08-27 17:50:54,2023-08-18,9.0,D0-D30,positive,11.183333333333334,3.0,0.5250980854034424,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""friends in this game is incredible""}]",low,친구들과 함께 즐기며 재미있는 경험을 했다는 긍정적인 리뷰입니다.,현재의 멀티플레이어 재미 요소와 소셜 상호작용 기능을 유지 및 강화하세요.,exact_match
success,145170702,571740,Golf It!,2023-08-28 01:22:36,2023-08-18,10.0,D0-D30,negative,0.9666666666666668,0.0,0.4761904776096344,negative,1.0,control,"[{""category"": ""multiplayer_network"", ""sentiment"": ""negative"", ""evidence"": ""online lobby system has issues. Takes several resets to get my lobby to show up""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""levels are very cluttered causing you to hit thing you you weren't able to see""}, {""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""default way of hitting is frustratingly imprecise and the alternate way inst much better""}]",high,"온라인 로비 연결 문제, 시야를 가리는 복잡한 레벨 디자인, 그리고 부정확한 조작감에 대한 불만입니다.","온라인 로비 연결 안정성 개선, 레벨 디자인의 가시성 확보, 그리고 조작 방식의 정밀도 개선이 필요합니다.",exact_match
success,145232563,571740,Golf It!,2023-08-29 01:54:46,2023-08-18,11.0,D0-D30,negative,0.8833333333333333,0.0,0.4761904776096344,negative,2.0,bug,"[{""category"": ""bug"", ""sentiment"": ""negative"", ""evidence"": ""Too many glitches to be ale to play competitive""}, {""category"": ""difficulty"", ""sentiment"": ""negative"", ""evidence"": ""some holes are designed to piss you off""}]",high,잦은 버그로 인한 경쟁 모드 플레이 불가와 불합리한 레벨 디자인에 대한 비판입니다.,경쟁 모드의 안정성을 저해하는 버그 수정과 일부 홀의 난이도 밸런스 재조정이 필요합니다.,exact_match
success,145235128,571740,Golf It!,2023-08-29 03:04:06,2023-08-18,11.0,D0-D30,positive,70.71666666666667,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Playing with friends is so fun.""}, {""category"": ""content_volume"", ""sentiment"": ""positive"", ""evidence"": ""The game shines when you use the custom maps.""}]",low,친구들과 함께하는 멀티플레이와 커스텀 맵의 재미를 높게 평가함.,"커스텀 맵 제작 도구의 편의성을 유지하고, 유저들이 만든 맵을 쉽게 공유하고 즐길 수 있는 커뮤니티 기능을 지속적으로 강화할 것.",exact_match
success,145281030,571740,Golf It!,2023-08-29 20:01:56,2023-08-18,11.0,D0-D30,positive,12.483333333333333,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""dev team have really optimised it well now.""}]",low,게임의 발전 과정과 최적화 상태에 대해 매우 만족함.,"현재의 최적화 수준을 유지하고, 향후 업데이트 시에도 성능 안정성을 최우선으로 고려할 것.",exact_match
success,145288273,571740,Golf It!,2023-08-29 22:43:46,2023-08-18,11.0,D0-D30,negative,58.5,0.0,0.4743157029151916,negative,1.0,other,"[{""category"": ""other"", ""sentiment"": ""negative"", ""evidence"": ""if you thought Candy Crush was a fraud, this game is on another planet""}]",low,게임에 대한 구체적인 불만 사항 없이 부정적인 비유만 언급함.,리뷰 내용이 모호하여 구체적인 개선 방향을 도출하기 어려움. 추후 구체적인 피드백을 요청하거나 모니터링 필요.,exact_match
success,145299389,571740,Golf It!,2023-08-30 03:47:05,2023-08-18,12.0,D0-D30,positive,4.35,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""funniest and most infuriating thing ever""}]",low,게임의 재미와 몰입감에 대해 긍정적으로 평가함.,현재의 유쾌하고 도전적인 게임 플레이 경험을 유지 및 강화할 것.,exact_match
success,145336034,571740,Golf It!,2023-08-30 18:25:24,2023-08-18,12.0,D0-D30,negative,3.75,0.0,0.5,negative,1.0,performance,"[{""category"": ""performance"", ""sentiment"": ""negative"", ""evidence"": ""WONT RUN ON MY 7 YEAR OLD LOW END PC""}]",medium,저사양 PC에서 게임이 실행되지 않아 불만족함.,"최소 사양 가이드라인을 명확히 하거나, 저사양 PC를 위한 그래픽 최적화 옵션 추가 검토.",exact_match
success,145349605,571740,Golf It!,2023-08-30 23:16:23,2023-08-18,12.0,D0-D30,positive,8.45,0.0,0.4761904776096344,positive,4.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""easy to control and looks gud""}, {""category"": ""multiplayer_network"", ""sentiment"": ""mixed"", ""evidence"": ""Not optimal multiplayer, but it werks""}]",low,"조작감과 그래픽에 만족하며, 멀티플레이는 완벽하지 않으나 플레이 가능함.","현재의 조작감과 그래픽 품질을 유지하고, 멀티플레이 네트워크 안정성 개선 검토.",exact_match
success,145386900,571740,Golf It!,2023-08-31 15:24:24,2023-08-18,13.0,D0-D30,negative,0.6666666666666666,0.0,0.4761904776096344,negative,1.0,bug,"[{""category"": ""bug"", ""sentiment"": ""negative"", ""evidence"": ""hotseat 모드에서 공이 홀에 들어갔음에도 타격이 필요하다고 표시되며 진행이 불가능함""}]",high,핫시트 모드에서 공이 홀에 들어간 후에도 게임이 진행되지 않고 멈추는 치명적인 버그 발생.,핫시트(로컬 멀티플레이) 모드에서의 홀인 판정 로직 및 턴 종료 트리거 관련 버그 조사 및 수정 필요.,exact_match
success,145494155,571740,Golf It!,2023-09-02 03:02:56,2023-08-18,15.0,D0-D30,positive,35.3,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임을 플레이하며 매우 화가 날 정도로 도전적이고 몰입감이 있음""}]",low,게임을 플레이하며 매우 화가 날 정도로 도전적이고 몰입감이 있다는 긍정적인 평가.,현재의 높은 난이도와 도전적인 게임 플레이 경험을 유지 및 강화할 것.,exact_match
success,145542300,571740,Golf It!,2023-09-02 18:46:50,2023-08-18,15.0,D0-D30,negative,2.75,1.0,0.3557388484477997,negative,1.0,other,"[{""category"": ""other"", ""sentiment"": ""negative"", ""evidence"": ""게임에 대한 극도의 혐오감을 표현하고 있으나 구체적인 기술적 문제나 게임플레이 불만 사항은 없음""}]",low,게임에 대한 극도의 혐오감을 표현하는 비판적 리뷰. 구체적인 개선 사항은 없음.,구체적인 불만 사항이 없으므로 별도의 기술적 조치 불필요. 커뮤니티 피드백 모니터링 지속.,exact_match
success,145583661,571740,Golf It!,2023-09-03 10:29:37,2023-08-18,16.0,D0-D30,positive,38.1,1.0,0.52173912525177,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""LOVE THIS GAME ITS REALLY FUN""}]",low,멀티플레이어 환경에서 상대방을 방해하며 즐기는 재미가 매우 크다는 긍정적인 리뷰입니다.,현재의 멀티플레이어 상호작용 요소와 재미를 유지 및 강화하는 방향으로 운영하세요.,exact_match
success,145648346,571740,Golf It!,2023-09-04 11:35:02,2023-08-18,17.0,D0-D30,positive,2.55,4.0,0.5306339859962463,positive,4.0,difficulty,"[{""category"": ""difficulty"", ""sentiment"": ""negative"", ""evidence"": ""hard to know the exact power to give the ball""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Fun... if you have friends to ply with its even more fun""}]",medium,게임은 재미있지만 샷의 정확한 파워 조절이 어렵다는 의견입니다. 친구와 함께할 때 더 즐겁다는 점을 언급했습니다.,"샷 파워 조절에 어려움을 겪는 초보자를 위해 튜토리얼을 보강하거나, 파워 게이지 시각화 옵션을 검토해 보세요.",exact_match
success,145875008,571740,Golf It!,2023-09-07 20:49:41,2023-08-18,20.0,D0-D30,positive,464.9333333333333,6.0,0.5695891976356506,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""It's great fun! incredible fun and well made custom maps""}, {""category"": ""ui_ux"", ""sentiment"": ""negative"", ""evidence"": ""undo/redo is still wonky""}]",low,"게임의 물리 엔진과 커스텀 맵 제작 기능에 매우 만족하며, 특히 레벨 에디터의 창의성을 높게 평가했습니다. 다만 에디터의 undo/redo 기능 개선이 필요하다고 언급했습니다.","레벨 에디터의 undo/redo 기능 안정성을 개선하고, 커뮤니티 제작 맵 활성화를 위한 지원을 지속하세요.",exact_match
success,145931181,571740,Golf It!,2023-09-08 19:03:37,2023-08-18,21.0,D0-D30,positive,56.55,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""turning on collision and blasting my friends off the course is fun""}]",low,친구들과 충돌 기능을 켜고 서로 방해하며 즐기는 게임 플레이에 매우 만족함.,현재의 멀티플레이어 상호작용 및 물리 엔진의 재미 요소를 유지 및 강화할 것.,exact_match
success,146087264,571740,Golf It!,2023-09-10 23:14:22,2023-08-18,23.0,D0-D30,negative,0.6833333333333333,0.0,0.5,negative,1.0,control,"[{""category"": ""control"", ""sentiment"": ""negative"", ""evidence"": ""hard to get a precise power with the motion controls in VR""}]",high,VR 모드에서 모션 컨트롤을 통한 파워 조절이 정밀하지 않아 조작감이 좋지 않음.,VR 모션 컨트롤의 파워 감도 및 조작 정밀도 개선 검토 필요.,exact_match
success,146091084,571740,Golf It!,2023-09-11 00:56:54,2023-08-18,24.0,D0-D30,positive,28.25,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""enjoyable to play with friends and play all the modded maps""}]",low,친구들과 함께하는 멀티플레이와 다양한 모드 맵을 즐길 수 있어 구매 만족도가 높음.,멀티플레이어 경험과 창작마당(모드) 지원 기능을 지속적으로 유지 및 관리할 것.,exact_match
success,146100149,571740,Golf It!,2023-09-11 05:40:44,2023-08-18,24.0,D0-D30,positive,5.3,0.0,0.5,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Fun game, once you learn it.""}]",low,학습 곡선은 있지만 재미있는 게임이라고 평가함.,"현재의 게임 플레이 재미 요소와 난이도 구성을 유지하며, 신규 유저를 위한 튜토리얼이나 가이드를 지속적으로 개선하여 진입 장벽을 낮추는 것을 고려할 수 있음.",exact_match
success,146179719,571740,Golf It!,2023-09-12 17:24:41,2023-08-18,25.0,D0-D30,positive,1.5,1.0,0.3648668229579925,neutral,3.0,other,"[{""category"": ""other"", ""sentiment"": ""neutral"", ""evidence"": ""리뷰 내용이 게임과 무관한 밈(고양이 그림)으로 구성됨.""}]",low,게임 내용에 대한 언급 없이 밈(고양이)을 게시한 리뷰임.,게임 관련 피드백이 없으므로 별도의 개선 조치 불필요.,unclear
success,146254035,571740,Golf It!,2023-09-14 00:38:32,2023-08-18,27.0,D0-D30,positive,4.066666666666666,3.0,0.4657843708992004,positive,4.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""gud game""}]",low,게임에 대해 긍정적으로 평가함(밈 포함).,현재의 게임 플레이 재미 요소를 유지하고 강화할 것을 권장함.,exact_match
success,146382777,571740,Golf It!,2023-09-16 07:18:01,2023-08-18,29.0,D0-D30,positive,3.25,2.0,0.4498302042484283,neutral,3.0,other,"[{""category"": ""other"", ""sentiment"": ""neutral"", ""evidence"": ""밈 링크만 포함되어 있어 분석할 정보가 없음""}]",low,"밈 링크만 포함된 리뷰로, 게임에 대한 구체적인 정보가 없음.",분석할 내용이 없음.,unclear
success,146432186,571740,Golf It!,2023-09-16 22:33:06,2023-08-18,29.0,D0-D30,positive,2.433333333333333,21.0,0.712777853012085,positive,5.0,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""VR 환경의 몰입감과 평온한 게임플레이에 대한 긍정적 평가""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""멀티플레이어 모드의 재미와 리플레이 가치 언급""}]",low,"VR 환경의 몰입감, 아름다운 코스 디자인, 멀티플레이어의 재미를 높게 평가하는 긍정적인 리뷰.","현재의 VR 몰입감과 멀티플레이어 경험을 유지 및 강화하고, 향후 업데이트 시에도 이러한 평온한 분위기를 유지할 것.",exact_match
