recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence
145349605,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,8.45,0.0,0.4761904776096344,positive_praise,긍정 칭찬,positive,easy to control and looks gud
145349605,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,8.45,0.0,0.4761904776096344,multiplayer_network,멀티/네트워크,mixed,"Not optimal multiplayer, but it werks"
145386900,571740,Golf It!,negative,negative,bug,high,D0-D30,0.6666666666666666,0.0,0.4761904776096344,bug,버그,negative,hotseat 모드에서 공이 홀에 들어갔음에도 타격이 필요하다고 표시되며 진행이 불가능함
145494155,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,35.3,0.0,0.5,positive_praise,긍정 칭찬,positive,게임을 플레이하며 매우 화가 날 정도로 도전적이고 몰입감이 있음
145542300,571740,Golf It!,negative,negative,other,low,D0-D30,2.75,1.0,0.3557388484477997,other,기타,negative,게임에 대한 극도의 혐오감을 표현하고 있으나 구체적인 기술적 문제나 게임플레이 불만 사항은 없음
145583661,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,38.1,1.0,0.52173912525177,positive_praise,긍정 칭찬,positive,LOVE THIS GAME ITS REALLY FUN
145648346,571740,Golf It!,positive,positive,difficulty,medium,D0-D30,2.55,4.0,0.5306339859962463,difficulty,난이도,negative,hard to know the exact power to give the ball
145648346,571740,Golf It!,positive,positive,difficulty,medium,D0-D30,2.55,4.0,0.5306339859962463,positive_praise,긍정 칭찬,positive,Fun... if you have friends to ply with its even more fun
145875008,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,464.9333333333333,6.0,0.5695891976356506,positive_praise,긍정 칭찬,positive,It's great fun! incredible fun and well made custom maps
145875008,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,464.9333333333333,6.0,0.5695891976356506,ui_ux,UI/UX,negative,undo/redo is still wonky
145931181,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,56.55,0.0,0.5,positive_praise,긍정 칭찬,positive,turning on collision and blasting my friends off the course is fun
146087264,571740,Golf It!,negative,negative,control,high,D0-D30,0.6833333333333333,0.0,0.5,control,조작감,negative,hard to get a precise power with the motion controls in VR
146091084,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,28.25,0.0,0.5,positive_praise,긍정 칭찬,positive,enjoyable to play with friends and play all the modded maps
146100149,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,5.3,0.0,0.5,positive_praise,긍정 칭찬,positive,"Fun game, once you learn it."
146179719,571740,Golf It!,positive,neutral,other,low,D0-D30,1.5,1.0,0.3648668229579925,other,기타,neutral,리뷰 내용이 게임과 무관한 밈(고양이 그림)으로 구성됨.
146254035,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,4.066666666666666,3.0,0.4657843708992004,positive_praise,긍정 칭찬,positive,gud game
146382777,571740,Golf It!,positive,neutral,other,low,D0-D30,3.25,2.0,0.4498302042484283,other,기타,neutral,밈 링크만 포함되어 있어 분석할 정보가 없음
146432186,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,2.433333333333333,21.0,0.712777853012085,positive_praise,긍정 칭찬,positive,VR 환경의 몰입감과 평온한 게임플레이에 대한 긍정적 평가
146432186,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,2.433333333333333,21.0,0.712777853012085,positive_praise,긍정 칭찬,positive,멀티플레이어 모드의 재미와 리플레이 가치 언급
146477873,571740,Golf It!,positive,positive,positive_praise,low,D0-D30,44.03333333333333,1.0,0.53125,positive_praise,긍정 칭찬,positive,친구와 함께 플레이하는 것이 매우 즐겁다는 것을 반어법으로 표현함
143705885,588440,False Front,positive,positive,positive_praise,low,D0-D30,10.283333333333331,1.0,0.5161290764808655,positive_praise,긍정 칭찬,positive,Absolutely fun to play with friends and alone!
143705885,588440,False Front,positive,positive,positive_praise,low,D0-D30,10.283333333333331,1.0,0.5161290764808655,gameplay_loop,게임플레이 루프,neutral,"Hopefully infected will be updated to use trampolines and ziplines, or get ability to climb walls."
143705885,588440,False Front,positive,positive,positive_praise,low,D0-D30,10.283333333333331,1.0,0.5161290764808655,content_volume,콘텐츠 분량,neutral,Also more maps and customize options would be great.
171124918,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,3.4166666666666665,3.0,0.5498392581939697,positive_praise,긍정 칭찬,positive,It was better in the old days. That's cool.
171131523,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,1.9666666666666663,1.0,0.523809552192688,positive_praise,긍정 칭찬,positive,excellent cartoon graphics are the game's strong point.
171131523,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,1.9666666666666663,1.0,0.523809552192688,gameplay_loop,게임플레이 루프,mixed,"It's pretty boring at first, but then the excitement builds. Boss battles add to the excitement."
171259259,603320,Age of Defense,positive,mixed,price_value,low,D0-D30,4.533333333333333,1.0,0.5172414183616638,positive_praise,긍정 칭찬,positive,unique setting and cool twist with cave painting style visuals
171259259,603320,Age of Defense,positive,mixed,price_value,low,D0-D30,4.533333333333333,1.0,0.5172414183616638,price_value,가격/가치,negative,thinks the game is a bit expensive
171275121,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,0.6833333333333333,1.0,0.5011135935783386,positive_praise,긍정 칭찬,positive,"funny, good tower placement mechanics, and path obstacles"
171321233,603320,Age of Defense,negative,negative,bug,high,D0-D30,8.1,17.0,0.6793263554573059,bug,버그,negative,"sound disappears, game lags, performance issues with many enemies"
171321233,603320,Age of Defense,negative,negative,bug,high,D0-D30,8.1,17.0,0.6793263554573059,ui_ux,UI/UX,negative,"poor pause menu, tower placement issues, terrain obstruction, lack of monster almanac"
171321233,603320,Age of Defense,negative,negative,bug,high,D0-D30,8.1,17.0,0.6793263554573059,content_volume,콘텐츠 분량,negative,"levels are long, boring, and repetitive; few levels overall"
171321233,603320,Age of Defense,negative,negative,bug,high,D0-D30,8.1,17.0,0.6793263554573059,story,스토리,negative,story is pretty bad
171370476,603320,Age of Defense,negative,negative,bug,high,D0-D30,2.683333333333333,4.0,0.5453966856002808,bug,버그,negative,too buggy
171370476,603320,Age of Defense,negative,negative,bug,high,D0-D30,2.683333333333333,4.0,0.5453966856002808,positive_praise,긍정 칭찬,positive,"The Game is fun, Banger music"
171370476,603320,Age of Defense,negative,negative,bug,high,D0-D30,2.683333333333333,4.0,0.5453966856002808,ui_ux,UI/UX,negative,feels like it's supposed to be a mobile game
171441030,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,1.3333333333333333,0.0,0.5,gameplay_loop,게임플레이 루프,negative,"no way to sell towers, upgrade path is cumbersome"
171441030,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,1.3333333333333333,0.0,0.5,ui_ux,UI/UX,negative,"symbols are confusing, instructions are needed"
171441030,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,1.3333333333333333,0.0,0.5,difficulty,난이도,negative,no difficulty levels or training
171534050,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,17.966666666666665,0.0,0.5,gameplay_loop,게임플레이 루프,negative,"restricting in tower placement, no target priority, no selling towers, confusing tech tree"
171534050,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,17.966666666666665,0.0,0.5,ui_ux,UI/UX,negative,confusing with where enemies spawn and go
171534050,603320,Age of Defense,positive,mixed,gameplay_loop,medium,D0-D30,17.966666666666665,0.0,0.5,positive_praise,긍정 칭찬,positive,"Fun little tower defence, not a bad game"
171543269,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,11.95,5.0,0.5643768310546875,positive_praise,긍정 칭찬,positive,"Art style, animations, music, and unique boss mechanics are great."
171543269,603320,Age of Defense,positive,positive,positive_praise,low,D0-D30,11.95,5.0,0.5643768310546875,ui_ux,UI/UX,negative,"Skill tree UI is confusing and imposing, making it hard to understand."
171552746,603320,Age of Defense,negative,negative,balance,high,D0-D30,1.4666666666666666,4.0,0.5414847135543823,bug,버그,negative,"Too many bugs, bosses spawning in areas without turrets."
171552746,603320,Age of Defense,negative,negative,balance,high,D0-D30,1.4666666666666666,4.0,0.5414847135543823,balance,밸런스,negative,"Poor balancing, game outscales player, lack of money."
171552746,603320,Age of Defense,negative,negative,balance,high,D0-D30,1.4666666666666666,4.0,0.5414847135543823,ui_ux,UI/UX,negative,"Bad UI, poor explanations, lack of pause-and-build or sell tower features."
171552746,603320,Age of Defense,negative,negative,balance,high,D0-D30,1.4666666666666666,4.0,0.5414847135543823,progression_grind,성장/반복 노가다,negative,Not interesting meta-progression.
171618167,603320,Age of Defense,negative,negative,other,low,D0-D30,1.5,6.0,0.5978690385818481,ui_ux,UI/UX,negative,Dubious interface.
171618167,603320,Age of Defense,negative,negative,other,low,D0-D30,1.5,6.0,0.5978690385818481,gameplay_loop,게임플레이 루프,negative,Dull gameplay.
171618167,603320,Age of Defense,negative,negative,other,low,D0-D30,1.5,6.0,0.5978690385818481,balance,밸런스,negative,Lack of proper balance.
171651080,603320,Age of Defense,positive,positive,ui_ux,medium,D0-D30,1.1833333333333331,0.0,0.5,ui_ux,UI/UX,negative,"caveman style writing is hard to understand, needs option for normal text"
171651080,603320,Age of Defense,positive,positive,ui_ux,medium,D0-D30,1.1833333333333331,0.0,0.5,other,기타,negative,needs Steam Deck and controller support
171651080,603320,Age of Defense,positive,positive,ui_ux,medium,D0-D30,1.1833333333333331,0.0,0.5,positive_praise,긍정 칭찬,positive,"fun tower defense, cool setting, nice art, relaxing and challenging gameplay"
171763057,603320,Age of Defense,negative,negative,ui_ux,high,D0-D30,28.53333333333333,22.0,0.7255663871765137,ui_ux,UI/UX,negative,"bad interface, useless tooltips, menus block playing field"
171763057,603320,Age of Defense,negative,negative,ui_ux,high,D0-D30,28.53333333333333,22.0,0.7255663871765137,other,기타,negative,"no monster encyclopedia, no tutorial, help button leads to outdated/useless site"
171763057,603320,Age of Defense,negative,negative,ui_ux,high,D0-D30,28.53333333333333,22.0,0.7255663871765137,content_volume,콘텐츠 분량,negative,"game feels unfinished, lacks depth compared to previous titles"
186270856,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,8.083333333333334,0.0,0.5,positive_praise,긍정 칭찬,positive,"tight controls, fun combat, satisfying progression, appealing art style"
185685494,619820,Heroes of Hammerwatch II,negative,negative,save_progression,high,D0-D30,1.2666666666666666,10.0,0.5064646005630493,save_progression,저장/진행,negative,"No cloud saves, have fun trying to play across your devices"
185685494,619820,Heroes of Hammerwatch II,negative,negative,save_progression,high,D0-D30,1.2666666666666666,10.0,0.5064646005630493,multiplayer_network,멀티/네트워크,negative,multiplayer characters you make with your friends are locked to that instance you played
186282979,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,0.15,0.0,0.4399260580539703,gameplay_loop,게임플레이 루프,negative,"so boring, dont waste your time"
186721349,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,27.15,0.0,0.4960541427135467,multiplayer_network,멀티/네트워크,negative,"lvl 500,000 players that makes online no fun, players that use dos promps to lvl"
185906319,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,2.95,9.0,0.4534826576709747,gameplay_loop,게임플레이 루프,negative,The loop just wasn’t fun for me.
185906319,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,2.95,9.0,0.4534826576709747,progression_grind,성장/반복 노가다,negative,There’s too much grinding with little variety.
185906319,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,2.95,9.0,0.4534826576709747,content_volume,콘텐츠 분량,negative,"There’s no variety between runs. The enemies are the same, and there are too few upgrades to skills."
186576975,619820,Heroes of Hammerwatch II,negative,mixed,balance,high,D0-D30,275.31666666666666,0.0,0.5,bug,버그,negative,There are still a lot of bugs.
186576975,619820,Heroes of Hammerwatch II,negative,mixed,balance,high,D0-D30,275.31666666666666,0.0,0.5,multiplayer_network,멀티/네트워크,negative,Rampant public cheating lobbies that can ruin your save.
186576975,619820,Heroes of Hammerwatch II,negative,mixed,balance,high,D0-D30,275.31666666666666,0.0,0.5,balance,밸런스,negative,Traps do an obscene amount of damage in higher NG+.
186576975,619820,Heroes of Hammerwatch II,negative,mixed,balance,high,D0-D30,275.31666666666666,0.0,0.5,progression_grind,성장/반복 노가다,negative,Every run after that will be the exact same grind.
186576975,619820,Heroes of Hammerwatch II,negative,mixed,balance,high,D0-D30,275.31666666666666,0.0,0.5,gameplay_loop,게임플레이 루프,negative,"Trinket system is underbaked, most are just more damage/health."
186264675,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,42.083333333333336,7.0,0.5555458664894104,content_volume,콘텐츠 분량,negative,Feels incomplete in nearly every aspect. Item pool feels so small.
186264675,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,42.083333333333336,7.0,0.5555458664894104,gameplay_loop,게임플레이 루프,negative,The game doesn't really do anything new or bring its own unique spin.
186264675,619820,Heroes of Hammerwatch II,negative,negative,content_volume,medium,D0-D30,42.083333333333336,7.0,0.5555458664894104,graphics_audio,그래픽/사운드,negative,"Enemies feel like reskins of each other, with similar models."
185663347,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,1.4333333333333331,0.0,0.5,positive_praise,긍정 칭찬,positive,Have lots of fun so far.
185663347,619820,Heroes of Hammerwatch II,positive,positive,positive_praise,low,D0-D30,1.4333333333333331,0.0,0.5,multiplayer_network,멀티/네트워크,neutral,I'm not sure I would play this without other people. 3-4 players recommended.
186235425,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,13.516666666666667,5.0,0.554510235786438,gameplay_loop,게임플레이 루프,negative,"This game is pretty mindless, you have little control over progression."
186235425,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,13.516666666666667,5.0,0.554510235786438,balance,밸런스,negative,Most of the promotions for the classes are uninteresting and unbalanced.
186235425,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,13.516666666666667,5.0,0.554510235786438,progression_grind,성장/반복 노가다,negative,"Progressing into new game plus means heavily slowing down, adding annoying elements and bloating monster health."
187327991,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,87.88333333333334,0.0,0.4741379022598266,gameplay_loop,게임플레이 루프,negative,Simple and repetitive. Completely RNG.
187327991,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,87.88333333333334,0.0,0.4741379022598266,progression_grind,성장/반복 노가다,negative,"leveling your character is boring, your base ability upgrades only increase the damage numbers."
187327991,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,high,D0-D30,87.88333333333334,0.0,0.4741379022598266,content_volume,콘텐츠 분량,negative,"Needs more content, more enemies, more paths and more choices."
186725230,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,48.81666666666667,0.0,0.5,balance,밸런스,negative,imbalanced attribute system
186725230,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,48.81666666666667,0.0,0.5,gameplay_loop,게임플레이 루프,negative,"removed features like trinket shop, fountain system, puzzles make it less fun"
186725230,619820,Heroes of Hammerwatch II,negative,mixed,gameplay_loop,medium,D0-D30,48.81666666666667,0.0,0.5,positive_praise,긍정 칭찬,positive,new features like purple skill orbs and soul-link system are improvements
186508240,619820,Heroes of Hammerwatch II,negative,negative,other,low,D0-D30,43.583333333333336,5.0,0.4239328801631927,other,기타,negative,game contains satanic imagery and occult mechanics which some players find uncomfortable
186064819,619820,Heroes of Hammerwatch II,negative,negative,crash,high,D0-D30,0.1,1.0,0.3955980539321899,crash,크래시,negative,game would crash and freeze when changing display resolution and v sync
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270.0,0.752787709236145,gameplay_loop,게임플레이 루프,negative,"Roguelite elements are extremely limited, build variety is very limited."
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270.0,0.752787709236145,balance,밸런스,negative,"balance between skills isn't great, aiming for the exact same skill orb setup every run."
186666643,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,25.25,270.0,0.752787709236145,progression_grind,성장/반복 노가다,negative,"character's skills will never really evolve in any meaningful way, the numbers just go up."
186025091,619820,Heroes of Hammerwatch II,positive,positive,multiplayer_network,medium,D0-D30,15.666666666666666,0.0,0.5,progression_grind,성장/반복 노가다,negative,A bit grindy.
186025091,619820,Heroes of Hammerwatch II,positive,positive,multiplayer_network,medium,D0-D30,15.666666666666666,0.0,0.5,multiplayer_network,멀티/네트워크,negative,Needs better multiplayer matchmaking and ability to group by what u want to run.
186025091,619820,Heroes of Hammerwatch II,positive,positive,multiplayer_network,medium,D0-D30,15.666666666666666,0.0,0.5,positive_praise,긍정 칭찬,positive,Game good.
187164722,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.066666666666663,4.0,0.5326886177062988,gameplay_loop,게임플레이 루프,negative,"barely any item that drastically changes a run, plays like a watered down ARPG."
187164722,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.066666666666663,4.0,0.5326886177062988,balance,밸런스,negative,classes and their related subclasses lock you into fairly linear and not very exciting playstyles.
187164722,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.066666666666663,4.0,0.5326886177062988,price_value,가격/가치,negative,"For the price that this game is, there are so many more engaging and exciting roguelites."
187164722,619820,Heroes of Hammerwatch II,negative,negative,gameplay_loop,medium,D0-D30,20.066666666666663,4.0,0.5326886177062988,graphics_audio,그래픽/사운드,positive,visuals are really nice.
185955957,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,0.2333333333333333,0.0,0.5,multiplayer_network,멀티/네트워크,negative,multiplayer bugged out and crashed
185955957,619820,Heroes of Hammerwatch II,negative,negative,multiplayer_network,high,D0-D30,0.2333333333333333,0.0,0.5,crash,크래시,negative,crashed when trying to play multiplayer
185672284,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.4833333333333333,3.0,0.4222330152988434,bug,버그,negative,repeatedly got stuck on every loading screen
185672284,619820,Heroes of Hammerwatch II,negative,negative,bug,high,D0-D30,0.4833333333333333,3.0,0.4222330152988434,multiplayer_network,멀티/네트워크,negative,"Started playing with some friends, and repeatedly got stuck"
185912992,619820,Heroes of Hammerwatch II,negative,negative,save_progression,high,D0-D30,64.53333333333333,0.0,0.5,save_progression,저장/진행,negative,all my stuff got reset when i came back to play
