analysis_status,recommendationid,appid,game_name,review_datetime,release_date,days_from_release,release_period,steam_label_text,playtime_at_review_hours,votes_up,weighted_vote_score,llm_sentiment,sentiment_score,llm_primary_issue,llm_issue_tags,llm_urgency_candidate,llm_review_summary,llm_suggested_action,steam_llm_sentiment_relation,source_run
success,162574264,1309950,Children of the Sun,2024-04-09 23:52:31,2024-04-09,0,D0-D30,positive,2.566666666666667,3,0.5663328766822815,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임플레이가 매우 재미있고 스나이핑 게임의 요소를 잘 발전시킴""}, {""category"": ""content_volume"", ""sentiment"": ""positive"", ""evidence"": ""게임이 짧지만 지루해지기 전에 끝나서 좋음, 더 어려운 챌린지 레벨 DLC 희망""}, {""category"": ""story"", ""sentiment"": ""positive"", ""evidence"": ""스토리와 컷신이 다소 과장되고 독특한 매력이 있음""}]",low,"게임플레이의 재미와 퍼즐 요소가 훌륭하며, 짧은 분량이 오히려 장점으로 작용함. 추가 챌린지 콘텐츠에 대한 니즈가 있음.","현재의 핵심 게임플레이 루프와 퍼즐 디자인을 유지하고, 유저들이 요청하는 고난도 챌린지 모드나 추가 레벨 업데이트를 고려할 것.",exact_match,children_of_the_sun
success,162574427,1309950,Children of the Sun,2024-04-09 23:56:22,2024-04-09,0,D0-D30,positive,1.9666666666666663,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""핵심 메커니즘 활용이 훌륭하고 적절한 분량임""}, {""category"": ""price_value"", ""sentiment"": ""positive"", ""evidence"": ""정가 지불할 가치가 있음""}]",low,핵심 메커니즘이 훌륭하고 적절한 분량으로 구성된 만족스러운 게임. 정가 구매 가치가 충분함.,"현재의 완성도 높은 게임 경험을 유지하고, 유저들이 숙련도를 높일 수 있는 도전 과제나 마스터링 요소를 지속적으로 제공할 것.",exact_match,children_of_the_sun
success,162575803,1309950,Children of the Sun,2024-04-10 00:30:44,2024-04-09,1,D0-D30,positive,2.683333333333333,0,0.5,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임이 재미있고 아트워크가 훌륭함""}, {""category"": ""content_volume"", ""sentiment"": ""mixed"", ""evidence"": ""게임이 짧은 것이 아쉬움""}]",low,"게임은 재미있고 아트워크가 훌륭하지만, 짧은 분량에 대한 아쉬움이 있음.","훌륭한 아트워크와 게임성을 유지하되, 짧은 분량에 아쉬움을 느끼는 유저들을 위해 리플레이 가치를 높일 수 있는 요소(도전 과제, 기록 갱신 등)를 강화할 것.",exact_match,children_of_the_sun
success,162576126,1309950,Children of the Sun,2024-04-10 00:39:35,2024-04-09,1,D0-D30,positive,3.083333333333333,1,0.4823731780052185,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Cool art style, very satisfying gameplay, and incredible sound design""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""Short and sweet! hope there's a DLC soon""}]",low,"아트 스타일, 게임플레이, 사운드 디자인이 훌륭하며 짧지만 만족스러운 경험을 제공함. DLC 출시를 희망함.","현재의 독창적인 아트 스타일과 사운드 디자인 기조를 유지하고, 향후 콘텐츠 확장(DLC 등)에 대한 유저들의 기대에 부응할 계획 수립.",exact_match,children_of_the_sun
success,162580503,1309950,Children of the Sun,2024-04-10 02:32:05,2024-04-09,1,D0-D30,positive,1.5,1,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""presentation is first-class, and the moment to moment gameplay is entirely engrossing""}]",low,게임의 프레젠테이션과 몰입감 넘치는 게임플레이에 대해 매우 높은 평가를 함.,"현재의 높은 완성도와 몰입감을 유지하며, 개발사의 차기작에 대한 기대감을 이어갈 수 있도록 커뮤니티 소통 강화.",exact_match,children_of_the_sun
success,162582657,1309950,Children of the Sun,2024-04-10 03:34:25,2024-04-09,1,D0-D30,positive,1.9833333333333327,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""story is dark and cinematic, gameplay loop is the right mixture of challenging and enjoyable""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""While sadly short""}]",low,"어둡고 영화 같은 스토리와 도전적인 게임플레이 루프에 만족함. 짧은 분량은 아쉽지만 리플레이 가치(리더보드, 도전과제)가 있음.","현재의 게임플레이 루프와 스토리텔링 방식을 유지하고, 리더보드 및 도전과제 시스템을 통해 유저들이 지속적으로 게임을 즐길 수 있도록 지원.",exact_match,children_of_the_sun
success,162582877,1309950,Children of the Sun,2024-04-10 03:41:26,2024-04-09,1,D0-D30,positive,2.7,0,0.5,positive,4,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""mixed"", ""evidence"": ""게임이 짧아 15달러 가격이 다소 비싸게 느껴질 수 있음""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""흥미로운 메커니즘과 만족스러운 게임 플레이 경험""}]",low,게임이 짧지만 메커니즘이 흥미롭고 만족스러움. 가격 대비 볼륨에 대한 고민이 있으나 전반적으로 추천함.,"현재의 핵심 게임 메커니즘과 도전 과제를 통한 리플레이 가치를 유지하고, 향후 업데이트 시 추가 콘텐츠나 도전 모드 고려.",exact_match,children_of_the_sun
success,162582965,1309950,Children of the Sun,2024-04-10 03:44:10,2024-04-09,1,D0-D30,positive,2.25,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""퍼즐 슈터 장르로서의 재미와 전략적 플레이의 즐거움""}]",low,"퍼즐 슈터 장르로서 매우 훌륭하며, 전략적 계획과 스코어링의 재미가 뛰어남. 개발자의 차기작도 기대됨.","플레이어들이 즐기는 전략적 계획과 스코어링 시스템을 강화하고, 커뮤니티의 긍정적인 반응을 개발자 소통에 활용.",exact_match,children_of_the_sun
success,162584121,1309950,Children of the Sun,2024-04-10 04:21:35,2024-04-09,1,D0-D30,positive,3.533333333333333,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""탄환 조작 메커니즘이 매우 재미있음""}]",low,"탄환을 공중에서 조작하는 메커니즘이 매우 재미있으며, 100% 달성을 목표로 할 만큼 만족스러운 게임.","플레이어들이 가장 재미있어하는 핵심 메커니즘인 '탄환 조작'의 완성도를 유지하고, 100% 달성을 원하는 유저들을 위한 도전 과제 요소 강화.",exact_match,children_of_the_sun
success,162584151,1309950,Children of the Sun,2024-04-10 04:22:16,2024-04-09,1,D0-D30,positive,3.95,1,0.5205479264259338,positive,4,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""4 hour experience for $15""}, {""category"": ""difficulty"", ""sentiment"": ""neutral"", ""evidence"": ""last level takes many retries""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""pretty good experience, recommend""}]",low,4시간 정도의 짧은 플레이 타임이지만 만족스러운 경험을 제공함. 마지막 레벨의 난이도가 다소 높음.,"현재의 게임 플레이 경험과 난이도 곡선을 유지하되, 짧은 플레이 타임에 대한 유저들의 인식을 고려하여 향후 업데이트 시 도전 과제나 추가 모드 등을 고려할 것.",exact_match,children_of_the_sun
success,162584348,1309950,Children of the Sun,2024-04-10 04:27:56,2024-04-09,1,D0-D30,positive,1.1,2,0.5431642532348633,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""really weird but cool puzzle game""}]",low,"마법 탄환을 조종하는 독특한 퍼즐 게임으로, 다양한 메커니즘이 추가되는 점이 매우 흥미로움.","현재의 독특한 퍼즐 메커니즘과 게임 플레이 방식이 유저들에게 긍정적으로 평가받고 있으므로, 이를 핵심 강점으로 유지 및 강화할 것.",exact_match,children_of_the_sun
success,162584871,1309950,Children of the Sun,2024-04-10 04:45:08,2024-04-09,1,D0-D30,positive,3.2666666666666666,4,0.5666103959083557,positive,4,price_value,"[{""category"": ""price_value"", ""sentiment"": ""negative"", ""evidence"": ""a bit pricey for the duration in CAD""}, {""category"": ""bug"", ""sentiment"": ""negative"", ""evidence"": ""janky hitboxes in one level""}, {""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""great art, amazing atmosphere, super clever puzzles""}]",medium,"게임의 아트와 퍼즐은 훌륭하지만 가격 대비 플레이 타임이 다소 아쉽고, 일부 레벨에서 히트박스 판정 문제가 있음.","언급된 특정 레벨의 히트박스 판정 문제를 검토하여 수정하고, 가격 대비 콘텐츠 볼륨에 대한 유저 피드백을 향후 콘텐츠 확장 시 참고할 것.",exact_match,children_of_the_sun
success,162585142,1309950,Children of the Sun,2024-04-10 04:54:32,2024-04-09,1,D0-D30,positive,4.166666666666667,9,0.6227381229400635,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""mechanics are very simple but so well put together, story is effective without dialogue""}, {""category"": ""gameplay_loop"", ""sentiment"": ""positive"", ""evidence"": ""concise and fairly short but allows replayability for leaderboard scores""}]",low,"게임의 단순하면서도 완성도 높은 메커니즘과 대사 없이 전달되는 스토리텔링, 리플레이 가치를 높게 평가함.","현재의 핵심 게임 메커니즘과 리플레이 요소(리더보드)를 유지하고, 플레이어들이 성취감을 느낄 수 있는 도전 과제나 콘텐츠를 지속적으로 제공할 것.",exact_match,children_of_the_sun
success,162591244,1309950,Children of the Sun,2024-04-10 08:19:40,2024-04-09,1,D0-D30,positive,1.9,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""makes you feel like the cartoon bullet fellas from Who Framed Rodger Rabbit""}]",low,게임의 독특한 탄환 조작 경험을 영화 캐릭터에 비유하며 긍정적으로 평가함.,"플레이어가 탄환을 조작하는 핵심 재미 요소가 잘 전달되고 있으므로, 현재의 조작감과 연출 스타일을 유지할 것.",exact_match,children_of_the_sun
success,162591942,1309950,Children of the Sun,2024-04-10 08:42:02,2024-04-09,1,D0-D30,positive,0.5,1,0.523809552192688,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Very fun stylized bullet-puzzle game, addicting to perfect a level""}, {""category"": ""ui_ux"", ""sentiment"": ""mixed"", ""evidence"": ""plays well on Deck (if you use gyro or trackpad, sluggish with stick)""}]",low,"스타일리시한 퍼즐 게임으로서의 재미와 중독성을 높게 평가하며, 스팀덱에서의 조작 최적화(자이로/트랙패드 권장)에 대한 의견을 제시함.","스팀덱 사용자를 위해 스틱 조작감 개선을 검토하거나, 게임 내 설정에서 자이로/트랙패드 사용을 권장하는 가이드를 제공할 것.",exact_match,children_of_the_sun
success,162601659,1309950,Children of the Sun,2024-04-10 13:10:40,2024-04-09,1,D0-D30,positive,5.633333333333334,1,0.525547444820404,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""SuperHOT과 유사한 퍼즐 요소와 효율적인 공략 방식이 매력적임""}]",low,"SuperHOT과 유사한 퍼즐 중심의 슈팅 게임으로, 효율적인 공략을 찾아내는 재미가 있음.",현재의 퍼즐 중심 게임 플레이 루프와 효율성을 강조하는 레벨 디자인 기조를 유지할 것.,exact_match,children_of_the_sun
success,162603483,1309950,Children of the Sun,2024-04-10 13:47:27,2024-04-09,1,D0-D30,positive,0.6333333333333333,1,0.5124481320381165,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임의 가치가 충분하며 더 많은 관심을 받을 자격이 있음""}]",low,게임의 완성도가 높고 구매 가치가 충분함. 더 많은 관심을 받을 필요가 있음.,긍정적인 초기 반응을 바탕으로 커뮤니티 소통을 강화하고 게임의 매력을 알리는 마케팅 활동 지속.,exact_match,children_of_the_sun
success,162607296,1309950,Children of the Sun,2024-04-10 15:02:41,2024-04-09,1,D0-D30,positive,3.5166666666666666,2,0.523809552192688,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""퍼즐-슈터 장르의 독특한 메커니즘, 레벨 디자인, 아트 스타일, 음악이 모두 훌륭함""}]",low,"잠입, 계획, 즉흥적인 사격 메커니즘이 조화로운 퍼즐 슈터 게임으로, 레벨 디자인과 아트 스타일이 매우 뛰어남.","현재의 독창적인 게임 메커니즘과 스타일리시한 아트/음악 방향성을 유지하며, 향후 콘텐츠 업데이트 시에도 이러한 일관된 테마를 유지할 것.",exact_match,children_of_the_sun
success,162610192,1309950,Children of the Sun,2024-04-10 15:54:20,2024-04-09,1,D0-D30,positive,3.466666666666667,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""Short but brilliant fun. Well worth the price. Extremely stylish and the mechanics evolve in a nice way.""}]",low,"게임이 짧지만 매우 스타일리시하고 재미있으며, 가격 대비 만족도가 높음. 레벨 디자인과 메커니즘의 발전이 훌륭함.",현재의 스타일리시한 아트 스타일과 점진적으로 발전하는 게임 메커니즘을 유지 및 강화할 것.,exact_match,children_of_the_sun
success,162612613,1309950,Children of the Sun,2024-04-10 16:40:49,2024-04-09,1,D0-D30,positive,2.433333333333333,1,0.523809552192688,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""One shot multi kill is what we do here.""}]",low,게임의 핵심 메커니즘인 '원 샷 멀티 킬'에 대한 긍정적인 평가.,플레이어들이 즐거워하는 핵심 게임플레이 루프(멀티 킬 메커니즘)를 향후 콘텐츠 업데이트 시에도 유지할 것.,exact_match,children_of_the_sun
success,162615106,1309950,Children of the Sun,2024-04-10 17:27:16,2024-04-09,1,D0-D30,positive,2.1666666666666665,36,0.7477360963821411,mixed,3,content_volume,"[{""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""It's good but really short, I beat the game in just over 2 hours.""}]",low,게임은 재미있으나 플레이 타임이 2시간 정도로 매우 짧음. 리더보드나 도전과제에 관심이 없다면 할인 시 구매를 추천함.,플레이 타임에 대한 의견을 참고하여 향후 업데이트나 차기작에서 콘텐츠 볼륨 확장 고려. 리더보드 및 도전과제 시스템의 매력도를 지속적으로 홍보할 것.,partial_match,children_of_the_sun
success,162619724,1309950,Children of the Sun,2024-04-10 18:52:42,2024-04-09,1,D0-D30,positive,1.2166666666666666,3,0.5465755462646484,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""magic bullet game in town!""}]",low,JFK Reloaded를 잇는 새로운 '마법의 총알' 게임이라며 긍정적으로 평가함.,현재의 독특한 탄도 조작 및 슈팅 메커니즘을 유지하고 강화할 것.,exact_match,children_of_the_sun
success,162621088,1309950,Children of the Sun,2024-04-10 19:18:23,2024-04-09,1,D0-D30,positive,3.2333333333333334,1,0.5323740839958191,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""completely and totally immersed, horrifying delight""}]",low,"짧지만 강렬한 몰입감을 주는 게임으로, 매우 만족스러운 경험을 제공함.","게임의 높은 몰입도와 독특한 분위기를 유지하며, 짧은 플레이 타임 내의 밀도 높은 경험을 지속적으로 제공할 것.",exact_match,children_of_the_sun
success,162622547,1309950,Children of the Sun,2024-04-10 19:47:10,2024-04-09,1,D0-D30,positive,3.966666666666667,0,0.5,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""dynamic game, nice details, great polish""}]",low,"도전적인 게임성과 디테일, 높은 완성도를 갖춘 게임으로 매우 만족함.","현재의 높은 게임 완성도와 디테일을 유지하고, 향후 업데이트에서도 이러한 폴리싱 수준을 유지할 것.",exact_match,children_of_the_sun
success,162623492,1309950,Children of the Sun,2024-04-10 20:05:16,2024-04-09,1,D0-D30,positive,4.466666666666667,1,0.5260663628578186,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""영화 '원티드'처럼 총알을 휘게 만드는 게임 플레이에 대한 긍정적 비유""}]",low,영화 '원티드'를 연상시키는 독특한 총알 궤적 시스템에 대한 긍정적인 평가입니다.,"현재의 독특한 총알 조작 메커니즘이 플레이어들에게 매우 긍정적으로 받아들여지고 있으므로, 이 핵심 재미 요소를 유지 및 강화하는 방향으로 콘텐츠를 확장하십시오.",exact_match,children_of_the_sun
success,162624611,1309950,Children of the Sun,2024-04-10 20:27:27,2024-04-09,1,D0-D30,positive,3.216666666666667,1,0.5260663628578186,positive,4,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""스타일리시한 게임 비주얼에 대한 칭찬""}, {""category"": ""content_volume"", ""sentiment"": ""neutral"", ""evidence"": ""도전과제나 리더보드를 제외하면 플레이 타임이 약 3시간으로 짧음""}]",low,"스타일리시한 비주얼과 재미를 높게 평가하지만, 짧은 플레이 타임에 대해 언급하고 있습니다.","게임의 스타일리시한 비주얼과 핵심 재미 요소가 잘 전달되고 있습니다. 짧은 플레이 타임에 대한 언급이 있으므로, 향후 업데이트 시 도전과제나 리더보드 외에 추가적인 리플레이 가치를 높일 수 있는 요소 고려를 검토하십시오.",exact_match,children_of_the_sun
success,162625737,1309950,Children of the Sun,2024-04-10 20:50:15,2024-04-09,1,D0-D30,positive,3.183333333333333,12,0.6606298089027405,positive,5,positive_praise,"[{""category"": ""positive_praise"", ""sentiment"": ""positive"", ""evidence"": ""게임의 비주얼, 게임플레이, 가격 대비 만족도가 매우 높음""}, {""category"": ""difficulty"", ""sentiment"": ""neutral"", ""evidence"": ""마지막 레벨의 난이도가 다소 높음""}, {""category"": ""content_volume"", ""sentiment"": ""positive"", ""evidence"": ""3시간 정도의 플레이 타임이지만 리플레이 가치가 충분함""}]",low,"게임의 비주얼과 퍼즐 요소, 가격 대비 만족도가 매우 높으며, 마지막 레벨의 난이도와 리플레이 가치에 대해 긍정적으로 평가하고 있습니다.","현재의 게임성과 가격 정책에 대한 만족도가 매우 높습니다. 마지막 레벨의 난이도에 대한 언급이 있으므로, 향후 난이도 밸런스 조정 시 참고하십시오. 현재의 긍정적인 평가를 유지하는 데 집중하십시오.",exact_match,children_of_the_sun
