recommendationid,appid,game_name,language,review_datetime,release_date,days_from_release,release_period,release_period_detail,steam_label_text,voted_up,playtime_at_review_hours,playtime_stage,votes_up,weighted_vote_score,received_for_free,written_during_early_access,price,price_group,genres_text,categories_text,top_steam_tags_text,review_text_for_llm,is_meaningful_review,meaningless_reason,source_run
162568184,1309950,Children of the Sun,english,2024-04-09 21:33:29,2024-04-09,0,D0-D30,D0-D7,positive,1.0,5.533333333333333,mid,1,0.5151515007019043,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Walkthrough: https://www.youtube.com/watch?v=pgEk_ZE80kI
Spent 6 hours on the game. Has decent story and engaging game mechanics. Like others have said, plays like Sniper Elite.",1.0,meaningful,children_of_the_sun
162569651,1309950,Children of the Sun,english,2024-04-09 22:06:13,2024-04-09,0,D0-D30,D0-D7,positive,1.0,2.85,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Very few games have I replayed the demo for them before they came out like I did for this one. The gameplay is addictive with just the right level of challenge to keep you satisfied. 
The game is short, but I feel like it is the perfect length for what it is. Plus I foresee coming back again and again to get those last few challenges I need.
This game feels like the closest we are ever going to get to a ""Hell Followed With Us"" game, the vibes are very similar.
Also at time of writing this, I have the high score on the car level, so I may be a tad biased.
I recommend this game highly.",1.0,meaningful,children_of_the_sun
162570423,1309950,Children of the Sun,english,2024-04-09 22:20:11,2024-04-09,0,D0-D30,D0-D7,positive,1.0,2.716666666666667,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","When you realize you fire the whole bullet, you can't unsee it.",1.0,meaningful,children_of_the_sun
162571032,1309950,Children of the Sun,english,2024-04-09 22:31:41,2024-04-09,0,D0-D30,D0-D7,positive,1.0,1.1833333333333331,early,0,0.4466019570827484,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","nice and fun sniper puzzle game
i love girls who are broken on the the inside
and the ones that wear very short shorts
music is nice too",1.0,meaningful,children_of_the_sun
162571039,1309950,Children of the Sun,english,2024-04-09 22:31:46,2024-04-09,0,D0-D30,D0-D7,positive,1.0,2.783333333333333,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Spent half my current playtime chasing leaderboards, got to WR on the first level with a score of 2961, and was overtaken immediately. It's a short but sweet puzzle game, and you can easily get through it in 4-5 hours. You can get much more out of it if you like chasing leaderboards, like me.",1.0,meaningful,children_of_the_sun
162574264,1309950,Children of the Sun,english,2024-04-09 23:52:31,2024-04-09,0,D0-D30,D0-D7,positive,1.0,2.566666666666667,mid,3,0.5663328766822815,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","An extremely fun game with a story written by an edgy 13 year old from 2012. If that sounds like an insult, it isn't. The game is so short I found the over the top scratchy cutscenes and jeff-the-killer nightmare OC main character to be pretty charming. The gameplay is ridiculously fun, evolving all the most fun elements of sniping games with elements from games like SuperHot and a surprising emphasis on puzzle solving when figuring out what order to hit enemies in. The game is just short enough to never become annoying, although I would appreciate maybe some DLC with harder challenge levels",1.0,meaningful,children_of_the_sun
162574427,1309950,Children of the Sun,english,2024-04-09 23:56:22,2024-04-09,0,D0-D30,D0-D7,positive,1.0,1.9666666666666663,early,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","A great little game. Excellent use of a few core mechanics, and doesn't overstay its welcome. I beat it, though I didn't 100% it, and am happy it ended where it did. This is a beautiful single sitting game, with some space for people to hone their skills and master it if they really want, and I'm pleased with it. It was worth paying full price.",1.0,meaningful,children_of_the_sun
162575803,1309950,Children of the Sun,english,2024-04-10 00:30:44,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.683333333333333,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Fun game, a shame on how short it is, but, told a decent story and has some absolutely amazing artwork.",1.0,meaningful,children_of_the_sun
162576126,1309950,Children of the Sun,english,2024-04-10 00:39:35,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.083333333333333,mid,1,0.4823731780052185,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Short and sweet! Cool art style, very satisfying gameplay, and *incredible* sound design (seriously, well done!!)
Really enjoyed my time with the game, hope there's a DLC soon 🙏",1.0,meaningful,children_of_the_sun
162580503,1309950,Children of the Sun,english,2024-04-10 02:32:05,2024-04-09,1,D0-D30,D0-D7,positive,1.0,1.5,early,1,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","René Rother is one to look out for, and this is the most Devolver game I've seen in some time. I haven't been this impressed by a first outing since FEZ. The presentation is first-class, and the moment to moment gameplay is entirely engrossing. Kudos all around.",1.0,meaningful,children_of_the_sun
162582657,1309950,Children of the Sun,english,2024-04-10 03:34:25,2024-04-09,1,D0-D30,D0-D7,positive,1.0,1.9833333333333327,early,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Let me say this first: this has now become one of my favorite games!
The story is dark and cinematic, not wasting a moment on screen, leaving you breathless with its dark imagery.

The gameplay loop is the right mixture of challenging and enjoyable, making you consider every angle for the perfect shot. 
I couldn't help but binge-play this game up until the end. The way the gameplay evolves over time left me thoroughly impressed, as for each obstacle the game throws in your path, its array of tools helps you overcome it.

While sadly short, I enjoyed every minute of this game and will gladly return to see how far up the leader boards I can climb and obtain all of the achievements. I highly recommend this game, and if you're unsure, try out the demo to see if this game is for you.",1.0,meaningful,children_of_the_sun
162582877,1309950,Children of the Sun,english,2024-04-10 03:41:26,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.7,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","This game is pretty short, so maybe it's not worth the 15 bucks, but it doesn't overstay its welcome. There is just enough of it with interesting mechanics to leave you feeling satisfied. You also have challenges on certain levels, so there is a bit of replayability. If you want, you can wait for a sale, but the game is definitely a thumbs up from me.",1.0,meaningful,children_of_the_sun
162582965,1309950,Children of the Sun,english,2024-04-10 03:44:10,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.25,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","I love puzzle shooters, and this is a wonderful addition to the genre. It's fun not just figuring out the level but maximizing score. There is some absolute insanity that can be pulled off with proper planning and scouting of the level. I am doing my best to not just finish this game in 1 day, but god do I want to.

I will be following Rene Rother's future projects whatever, and wherever they may be. Click some heads, stop the spread.",1.0,meaningful,children_of_the_sun
162584121,1309950,Children of the Sun,english,2024-04-10 04:21:35,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.533333333333333,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","amazing game, beat it in a few hours but i plan on going for 100%. Love sniper games and being able to manipulate bullets mid air is SUPER fun",1.0,meaningful,children_of_the_sun
162584151,1309950,Children of the Sun,english,2024-04-10 04:22:16,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.95,mid,1,0.5205479264259338,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","If you're willing to part with $15 for a pretty good 4 hour experience, this game is for you.

However, be warned, there are a couple levels (especially that last level) that are going take more than a few retries.

Overall, recommend.",1.0,meaningful,children_of_the_sun
162584348,1309950,Children of the Sun,english,2024-04-10 04:27:56,2024-04-09,1,D0-D30,D0-D7,positive,1.0,1.1,early,2,0.5431642532348633,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","It's a puzzle game where you play a magic bullet. Every target hit lets you redirect the bullet. At first the puzzle is simply how to thread the needle and navigate the environments, choose the right targets in the right order to complete the puzzle, murdering a bunch of cultists. But soon it starts to introduce new wrinkles, blowing up gas tanks, using birds and fish to help re-direct your bullets, but then you start being able to bend your shots trajectory, or outright change the direction your bullet is being fired mid-shot. 

It's a really weird but cool puzzle game.",1.0,meaningful,children_of_the_sun
162584871,1309950,Children of the Sun,english,2024-04-10 04:45:08,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.2666666666666666,mid,4,0.5666103959083557,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","tl;dr I do recommend it, BUT be sure of your purchase as I do think it is a bit pricey for the duration in CAD.

That said, I personally do not regret buying it as it's a blast from start to finish. Great art, amazing atmosphere and super clever puzzles. Only 2 levels in the entire game I didn't like including one I straight up had a bad time with 'cause of janky hitboxes, but for the amount of levels? That's a damn good ratio.

Beside doing the campaign, you can go achievement hunting. Those are linked to doing challenges in levels so that's fun to do. Otherwise chase high scores that people will likely cheat.",1.0,meaningful,children_of_the_sun
162585142,1309950,Children of the Sun,english,2024-04-10 04:54:32,2024-04-09,1,D0-D30,D0-D7,positive,1.0,4.166666666666667,mid,9,0.6227381229400635,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Not gonna lie this game had me raging for a bit, but not to the fault of the game but the one mistake I kept making. The mechanics in this game are very simple but so well put together. The game is very concise and fairly short but allows you to replay the levels to increase your score toward the leaderboard. The story says a lot about the plot of the game without ever saying anything and it works to ground what type of world the main protagonist must suffer through to bring justice. I highly recommend this game.",1.0,meaningful,children_of_the_sun
162591244,1309950,Children of the Sun,english,2024-04-10 08:19:40,2024-04-09,1,D0-D30,D0-D7,positive,1.0,1.9,early,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie",It really makes you feel like the cartoon bullet fellas from Who Framed Rodger Rabbit,1.0,meaningful,children_of_the_sun
162591942,1309950,Children of the Sun,english,2024-04-10 08:42:02,2024-04-09,1,D0-D30,D0-D7,positive,1.0,0.5,early,1,0.523809552192688,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Very fun stylized bullet-puzzle game. Its very addicting trying to ""perfect"" a level. I do like the artstyle and it plays well on Deck (if you use gyro or the trackpad a a mouse, a bit sluggish with the stick)",1.0,meaningful,children_of_the_sun
162601659,1309950,Children of the Sun,english,2024-04-10 13:10:40,2024-04-09,1,D0-D30,D0-D7,positive,1.0,5.633333333333334,mid,1,0.525547444820404,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie",Short little game that has a lot of superHOT DNA I Found. It's more of a puzzle game working out what the challenge is (based on a phrase at the start of the level) and working out the most efficient way for your bullet to get everyone on the level.,1.0,meaningful,children_of_the_sun
162603483,1309950,Children of the Sun,english,2024-04-10 13:47:27,2024-04-09,1,D0-D30,D0-D7,positive,1.0,0.6333333333333333,early,1,0.5124481320381165,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie",I really hope this game gets the attention is deserves - put about an hour playime before buying and it was well worth it.,1.0,meaningful,children_of_the_sun
162607296,1309950,Children of the Sun,english,2024-04-10 15:02:41,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.5166666666666666,mid,2,0.523809552192688,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Children of the Sun is described as a ""puzzle-shooter"", but the experience reminds me more of the first phase of infiltrating a base in a stealth-action game. Each level sees you circling around a location, tagging enemies, noting patrol paths, and observing environmental hazards that can be used for extra damage.

Once you take the first (and only) shot, Children of the sun reveals its main mechanic - telepathically guiding the bullet.  Sometimes everything will go according to plan, but even if it doesn't, you can often improvise a solution 'mid shot'. This mix of planning, timing, and thinking on the fly is incredibly satisfying.

The level design is great throughout. New mechanics are introduced every so often, and each level has a different focus. Some are tight spaces with more obstacles, some are more spread out, some focus on enemy movement, etc. Aesthetically, the levels echo a variety of dingy, real-world locations where one might expect cult members to be hanging out.

The presentation is excellent. Art style is exactly what you would expect from a game published by Devolver: lo-fi assets, stylised violence, and surreal environments. The music has a similar vibe, contras",1.0,meaningful,children_of_the_sun
162610192,1309950,Children of the Sun,english,2024-04-10 15:54:20,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.466666666666667,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Short but brilliant fun. Well worth the price, I feel. Extremely stylish and the mechanics evolve in a nice way, every level is a treat.",1.0,meaningful,children_of_the_sun
162612613,1309950,Children of the Sun,english,2024-04-10 16:40:49,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.433333333333333,mid,1,0.523809552192688,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","One shot one kill? That's for amateur.
One shot multi kill is what we do here.",1.0,meaningful,children_of_the_sun
162615106,1309950,Children of the Sun,english,2024-04-10 17:27:16,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.1666666666666665,mid,36,0.7477360963821411,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","It's good but really short, I beat the game in just over 2 hours. So if you don't care about leader boards or achievements maybe get it on sale.",1.0,meaningful,children_of_the_sun
162619724,1309950,Children of the Sun,english,2024-04-10 18:52:42,2024-04-09,1,D0-D30,D0-D7,positive,1.0,1.2166666666666666,early,3,0.5465755462646484,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Move over JFK Reloaded,theres a new magic bullet game in town!",1.0,meaningful,children_of_the_sun
162621088,1309950,Children of the Sun,english,2024-04-10 19:18:23,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.2333333333333334,mid,1,0.5323740839958191,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","This game ♥♥♥♥♥♥♥ ruled. I've grown in appreciation for short games where every single second with them i'm completely and totally immersed, and this game is a ♥♥♥♥♥♥ doozy in that regard. Every moment with it was a horrifying delight. Absolutely pick it up",1.0,meaningful,children_of_the_sun
162622547,1309950,Children of the Sun,english,2024-04-10 19:47:10,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.966666666666667,mid,0,0.5,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","A dynamic game that constantly challenges you, it has nice details, and a great polish. I love it.",1.0,meaningful,children_of_the_sun
162623492,1309950,Children of the Sun,english,2024-04-10 20:05:16,2024-04-09,1,D0-D30,D0-D7,positive,1.0,4.466666666666667,mid,1,0.5260663628578186,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie",you ever watch that movie where angelina jolie bends bullets,1.0,meaningful,children_of_the_sun
162624611,1309950,Children of the Sun,english,2024-04-10 20:27:27,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.216666666666667,mid,1,0.5260663628578186,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Very Stylish game.
If you don't care about Achievements and Leaderboards only about 3 hours long.
Worth it though.",1.0,meaningful,children_of_the_sun
162625737,1309950,Children of the Sun,english,2024-04-10 20:50:15,2024-04-09,1,D0-D30,D0-D7,positive,1.0,3.183333333333333,mid,12,0.6606298089027405,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","Children of the sun is Sniper Elite gameplay with the visuals of the movie Mandy. This is a puzzle game through and through, and a really fun one that literally rewards being quick and accurate with high scores but does not require it to be enjoyable or to be beaten. 

I beat the game in 3 hours. It would have been 2.5 but the last level is kind of a tough nut to crack. But I only have a few of the achievements which generally require non obvious level specific things to be done. Still plenty of replay-ability for me in this, I'll probably get to 6 or 7 hours and be done with it. 

That's awesome, at 15 bucks I totally recommend this. The vibe, the gameplay, everything is on point and it's super fun.

Also it recognizes ♥♥♥♥ shots. 10/10, no notes.",1.0,meaningful,children_of_the_sun
162627955,1309950,Children of the Sun,english,2024-04-10 21:39:18,2024-04-09,1,D0-D30,D0-D7,positive,1.0,2.6333333333333333,mid,1,0.5258620381355286,0.0,0.0,14.99,10-20,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Strategy, Arcade, Shooter, Real Time Tactics, Psychedelic, Stylized, Third-Person Shooter, 3D, Indie","I would summarize this game as ""what would happen if Suda51 was asked to make a Sniper Elite style game, but he was just coming off a week-long SUPERHOT bender"".

Tightly designed, incredibly evocative, and just plain fun to play. The rules start simple enough - you have one bullet that you can re-aim after a legit impact. As the game progresses, you start to get new abilities, alongside increasingly more difficult challenges to overcome, such as body armor or deflective shields. Even though a slight mistake can end an attempt, it has that Hotline Miami/Katana Zero thing where restarting takes no time at all, so you're encouraged to explore and experiment.

Definitely worth the full asking price, but if you see it on sale, GRAB IT IMMEDIATELY. This game deserves all the love.",1.0,meaningful,children_of_the_sun
